device,ecommerce,event_name,event_previous_timestamp,event_timestamp,geo,items,traffic_source,user_first_touch_timestamp,user_id
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593574579432954,1593574627242401,"{""city"":""Portland"",""state"":""OR""}","[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095,""price_in_usd"":1095,""quantity"":1}]",google,1593574579432954,UA000000106457337
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593604382801081,1593604538747788,"{""city"":""Los Angeles"",""state"":""CA""}",[],facebook,1593604382801081,UA000000106485377
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593614886314582,1593614974641695,"{""city"":""Chicago"",""state"":""IL""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",direct,1593614221021661,UA000000106526202
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593603712485720,"{""city"":""New York"",""state"":""NY""}",[],youtube,1593603712485720,UA000000106483413
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593608052125631,1593608056973513,"{""city"":""Omaha"",""state"":""NE""}","[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]",youtube,1593605489773524,UA000000106488761
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593608954793312,"{""city"":""Washington"",""state"":""DC""}",[],instagram,1593608954793312,UA000000106501423
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593611166655175,"{""city"":""Fullerton"",""state"":""CA""}",[],facebook,1593611166655175,UA000000106511095
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593617343510966,"{""city"":""Aliso Viejo"",""state"":""CA""}",[],google,1593617343510966,UA000000106543524
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593611941005693,1593613455441784,"{""city"":""Austin"",""state"":""TX""}",[],google,1593611941005693,UA000000106514809
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593609885267746,1593609940680497,"{""city"":""Buckeye"",""state"":""AZ""}",[],facebook,1593609885267746,UA000000106505340
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593619675096248,"{""city"":""Horizon City"",""state"":""TX""}",[],google,1593619675096248,UA000000106557049
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593612118857683,1593612145817971,"{""city"":""Greensboro"",""state"":""NC""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",google,1593611613732317,UA000000106513250
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cc_info,1593616274379879,1593617743761830,"{""city"":""Miramar"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]",email,1593615112524778,UA000000106530934
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cc_info,1593805527287598,1593805531448682,"{""city"":""Bedford"",""state"":""TX""}","[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1615.5,""price_in_usd"":1795,""quantity"":1}]",email,1593613217008933,UA000000106520932
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593616407801315,"{""city"":""McAllen"",""state"":""TX""}",[],instagram,1593616407801315,UA000000106538185
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593609985745213,1593609987798063,"{""city"":""Montgomery"",""state"":""OH""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",instagram,1593609985745213,UA000000106505791
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593614921679810,"{""city"":""New York"",""state"":""NY""}",[],google,1593614921679810,UA000000106529872
macOS,"{""purchase_revenue_in_usd"":1045,""total_item_quantity"":1,""unique_items"":1}",finalize,1593614860452264,1593615004570770,"{""city"":""Kearney"",""state"":""NE""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",instagram,1593610742063884,UA000000106509088
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593619561173579,1593619947136352,"{""city"":""Upland"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]",direct,1593619327872152,UA000000106554967
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593612455710843,1593613418912466,"{""city"":""Surprise"",""state"":""AZ""}",[],google,1593612455710843,UA000000106517182
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593614221021661,1593614227760804,"{""city"":""Chicago"",""state"":""IL""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",direct,1593614221021661,UA000000106526202
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593587461566754,1593587811797459,"{""city"":""League City"",""state"":""TX""}","[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095,""price_in_usd"":1095,""quantity"":1}]",facebook,1593583701879077,UA000000106459541
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593613919162413,"{""city"":""Flint"",""state"":""MI""}",[],facebook,1593613919162413,UA000000106524619
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593609735643828,1593609773443490,"{""city"":""Tustin"",""state"":""CA""}",[],google,1593608129010661,UA000000106498115
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593618686215018,1593619011334045,"{""city"":""Spokane"",""state"":""WA""}",[],direct,1593618686215018,UA000000106551136
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593612666191328,1593612697610355,"{""city"":""Yakima"",""state"":""WA""}",[],google,1593612666191328,UA000000106518193
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593619556581232,1593621859923220,"{""city"":""San Antonio"",""state"":""TX""}",[],google,1593618515917904,UA000000106550112
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593616231105912,"{""city"":""Henderson"",""state"":""NV""}",[],instagram,1593616231105912,UA000000106537196
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593607816994256,1593607992385105,"{""city"":""San Diego"",""state"":""CA""}",[],instagram,1593607816994256,UA000000106496955
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593610577636808,1593610581728978,"{""city"":""Laguna Hills"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",facebook,1593610502173413,UA000000106508033
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593595855335438,1593595892983249,"{""city"":""Madison"",""state"":""WI""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":1190,""price_in_usd"":595,""quantity"":2}]",instagram,1593593390210689,UA000000106464658
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593617265485364,"{""city"":""Manassas Park"",""state"":""VA""}",[],google,1593617265485364,UA000000106543056
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593615793805048,"{""city"":""Thornton"",""state"":""CO""}",[],google,1593615793805048,UA000000106534721
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",foam,1593616317223953,1593616326439108,"{""city"":""North Canton"",""state"":""OH""}",[],direct,1593616303424077,UA000000106537610
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593604113478063,1593604165030991,"{""city"":""Tigard"",""state"":""OR""}",[],email,1593604113478063,UA000000106484593
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,1593602952356261,1593604862384063,"{""city"":""Chattanooga"",""state"":""TN""}",[],youtube,1593602952356261,UA000000106481361
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593609447408692,1593609473074253,"{""city"":""West Melbourne"",""state"":""FL""}",[],google,1593608033308820,UA000000106497756
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593615076852191,1593615611683389,"{""city"":""Margate"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",instagram,1593610085020573,UA000000106506214
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cc_info,1593589641556941,1593589688074699,"{""city"":""Chandler"",""state"":""AZ""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",google,1593587515221987,UA000000106460839
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593600526973564,"{""city"":""Gulfport"",""state"":""MS""}",[],google,1593600526973564,UA000000106475503
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593610748505664,"{""city"":""Philadelphia"",""state"":""PA""}",[],email,1593610748505664,UA000000106509125
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593609733727800,1593609761420135,"{""city"":""Phoenix"",""state"":""AZ""}",[],instagram,1593607260195571,UA000000106494878
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593608679558336,1593608807869443,"{""city"":""San Antonio"",""state"":""TX""}",[],direct,1593608679558336,UA000000106500296
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",guest,1593601892336875,1593603338167566,"{""city"":""Coconut Creek"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",google,1593600087947154,UA000000106474603
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593605333079586,"{""city"":""Tallahassee"",""state"":""FL""}",[],google,1593605333079586,UA000000106488255
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593601434344700,1593601600837862,"{""city"":""Houston"",""state"":""TX""}","[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095,""price_in_usd"":1095,""quantity"":1},{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]",instagram,1593599933357666,UA000000106474260
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593618823317776,1593618910952658,"{""city"":""Bells"",""state"":""TN""}","[{""coupon"":null,""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995,""price_in_usd"":1995,""quantity"":1}]",google,1593615929103815,UA000000106535456
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593604471758853,1593604794502155,"{""city"":""Perth Amboy"",""state"":""NJ""}","[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095,""price_in_usd"":1095,""quantity"":1}]",google,1593604471758853,UA000000106485632
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593614161138424,1593614808562742,"{""city"":""Tampa"",""state"":""FL""}",[],facebook,1593614049726965,UA000000106525299
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593597454342135,"{""city"":""Wendell"",""state"":""ID""}",[],google,1593597454342135,UA000000106469783
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",foam,1593603083686503,1593604044906885,"{""city"":""Newark"",""state"":""NJ""}",[],youtube,1593603083686503,UA000000106481691
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593615998889427,1593616188010725,"{""city"":""Baltimore"",""state"":""MD""}","[{""coupon"":null,""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995,""price_in_usd"":1995,""quantity"":1}]",google,1593614554903826,UA000000106527951
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593611279385973,"{""city"":""North Las Vegas"",""state"":""NV""}",[],facebook,1593611279385973,UA000000106511624
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593598445726457,"{""city"":""Saratoga Springs"",""state"":""UT""}",[],instagram,1593598445726457,UA000000106471518
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593603078520467,1593603448674331,"{""city"":""Glendale"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695,""price_in_usd"":1695,""quantity"":1}]",direct,1593602786202662,UA000000106480907
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593605005473653,1593610836611996,"{""city"":""Fishers"",""state"":""IN""}",[],instagram,1593605005473653,UA000000106487262
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593610985143397,1593613088244223,"{""city"":""Atlanta"",""state"":""GA""}",[],google,1593607724215400,UA000000106496586
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593606930461191,"{""city"":""Raymore"",""state"":""MO""}",[],google,1593606930461191,UA000000106493687
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593601823330213,"{""city"":""Philadelphia"",""state"":""PA""}",[],facebook,1593601823330213,UA000000106478478
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cc_info,1593612158950088,1593613182780561,"{""city"":""Simpsonville"",""state"":""SC""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",google,1593607201760756,UA000000106494692
